iter	RMSE
12685	1177.82624
12686	1177.820593
12687	1177.646532
12688	1177.509973
12689	1177.330821
12690	1177.327179
12691	1177.17099
12692	1177.15685
12693	1177.153999
12694	1177.120273
12695	1177.066027
12696	1176.810431
12697	1176.362826
12698	1175.964017
12699	1175.695943
12700	1175.552855
12701	1175.513116
12702	1175.278205
12703	1175.176508
12704	1175.130361
12705	1175.097616
12706	1175.076162
12707	1174.822374
12708	1174.266365
12709	1174.168528
12710	1174.163527
12711	1174.142421
12712	1173.830431
12713	1173.826306
12714	1173.349167
12715	1173.253878
12716	1173.126131
12717	1172.953196
12718	1172.557214
12719	1172.267149
12720	1172.073421
12721	1171.959645
12722	1171.740584
12723	1171.60317
12724	1171.475874
12725	1171.474898
12726	1171.392506
12727	1171.236509
12728	1171.006698
12729	1171.00273
12730	1170.99627
12731	1170.6756
12732	1170.55727
12733	1170.450686
12734	1170.268711
12735	1170.060643
12736	1169.968426
12737	1169.757975
12738	1169.428799
12739	1169.34344
12740	1169.15797
12741	1169.003544
12742	1168.772201
12743	1168.514732
12744	1168.340114
12745	1168.183663
12746	1168.068001
12747	1167.943704
12748	1167.776614
12749	1167.636323
12750	1167.634504
12751	1167.33042
12752	1167.057657
12753	1166.925777
12754	1166.605019
12755	1166.572253
12756	1166.559659
12757	1166.416305
12758	1166.287208
12759	1166.275887
12760	1166.174687
12761	1166.168432
12762	1166.114907
12763	1166.015804
12764	1165.908888
12765	1165.727409
12766	1165.383901
12767	1165.288919
12768	1164.819399
12769	1164.812386
12770	1164.686886
12771	1164.414589
12772	1164.271121
12773	1164.145796
12774	1163.987906
12775	1163.804683
12776	1163.547305
12777	1163.304407
12778	1162.904528
12779	1162.843201
12780	1162.651159
12781	1162.639969
12782	1162.54832
12783	1162.54336
12784	1162.347092
12785	1162.14841
12786	1162.053861
12787	1161.887751
12788	1161.589738
12789	1161.572768
12790	1161.568324
12791	1161.363844
12792	1161.23591
12793	1161.157245
12794	1160.988972
12795	1160.914897
12796	1160.830417
12797	1160.706382
12798	1160.625984
12799	1160.325068
12800	1160.127841
12801	1160.120777
12802	1159.966466
12803	1159.740392
12804	1159.730842
12805	1159.495015
12806	1159.415684
12807	1159.326601
12808	1159.263496
12809	1159.23225
12810	1159.038972
12811	1158.89081
12812	1158.484661
12813	1158.286159
12814	1158.101817
12815	1157.990088
12816	1157.986109
12817	1157.914752
12818	1157.836328
12819	1157.692769
12820	1157.640226
12821	1157.629648
12822	1157.495379
12823	1157.293099
12824	1157.290754
12825	1157.186238
12826	1157.061859
12827	1156.73657
12828	1156.536341
12829	1156.43869
12830	1156.391511
12831	1156.280068
12832	1156.100379
12833	1156.09923
12834	1155.854914
12835	1155.71313
12836	1155.708838
12837	1155.632803
12838	1155.382547
12839	1155.231872
12840	1155.082462
12841	1155.080287
12842	1154.980685
12843	1154.786711
12844	1154.63412
12845	1154.58782
12846	1154.147224
12847	1153.937401
12848	1153.556239
12849	1153.347596
12850	1153.18488
12851	1152.954333
12852	1152.853218
12853	1152.760415
12854	1152.68636
12855	1152.565863
12856	1152.336927
12857	1152.33428
12858	1152.034569
12859	1151.938787
12860	1151.562054
12861	1151.352177
12862	1151.347982
12863	1151.259538
12864	1151.240971
12865	1151.049051
12866	1150.51837
12867	1150.325794
12868	1150.053534
12869	1149.973242
12870	1149.972039
12871	1149.912051
12872	1149.613624
12873	1149.53254
12874	1149.527946
12875	1149.205925
12876	1149.068116
12877	1148.696507
12878	1148.478555
12879	1148.423566
12880	1148.331283
12881	1148.256234
12882	1148.185609
12883	1147.658167
12884	1147.60471
12885	1147.498759
12886	1147.296672
12887	1147.151884
12888	1146.800145
12889	1146.438869
12890	1146.413635
12891	1146.10841
12892	1145.866868
12893	1145.61087
12894	1145.284196
12895	1145.189954
12896	1144.685263
12897	1144.48552
12898	1144.442903
12899	1144.180639
12900	1144.040378
12901	1143.909792
12902	1143.746372
12903	1143.721295
12904	1143.718385
12905	1143.367137
12906	1143.221602
12907	1143.058091
12908	1142.897082
12909	1142.55448
12910	1142.411451
12911	1142.347218
12912	1142.231235
12913	1141.871632
12914	1141.847878
12915	1141.791792
12916	1141.55704
12917	1141.450767
12918	1141.444981
12919	1141.364485
12920	1141.225773
12921	1140.975084
12922	1140.881517
12923	1140.747259
12924	1140.550855
12925	1140.409292
12926	1140.211022
12927	1139.739735
12928	1139.325045
12929	1139.178407
12930	1138.827527
12931	1138.725385
12932	1138.483758
12933	1138.267799
12934	1138.12198
12935	1137.901803
12936	1137.877871
12937	1137.781974
12938	1137.478432
12939	1137.473775
12940	1137.427904
12941	1137.344061
12942	1137.035486
12943	1136.992051
12944	1136.807256
12945	1136.756495
12946	1136.509129
12947	1136.380302
12948	1136.21281
12949	1136.040305
12950	1135.646737
12951	1135.547714
12952	1135.361395
12953	1134.856595
12954	1134.79255
12955	1134.385068
12956	1134.271613
12957	1134.204311
12958	1134.034084
12959	1133.871112
12960	1133.501401
12961	1133.485266
12962	1133.413438
12963	1133.01844
12964	1132.97382
12965	1132.449338
12966	1132.253509
12967	1132.234806
12968	1131.998578
12969	1131.678326
12970	1131.500617
12971	1131.17439
12972	1130.994534
12973	1130.614023
12974	1130.595631
12975	1130.454982
12976	1130.302443
12977	1129.952151
12978	1129.904999
12979	1129.58588
12980	1129.508692
12981	1129.236836
12982	1129.081941
12983	1129.051848
12984	1128.696401
12985	1128.573857
12986	1128.497718
12987	1128.464462
12988	1128.269697
12989	1128.235678
12990	1128.090561
12991	1128.018062
12992	1127.345376
12993	1127.203816
12994	1126.905705
12995	1126.68863
12996	1126.54334
12997	1126.436056
12998	1126.399652
12999	1126.206291
13000	1126.00255
13001	1125.949895
13002	1125.746738
13003	1125.562002
13004	1125.446467
13005	1124.97368
13006	1124.79008
13007	1124.587338
13008	1124.544492
13009	1124.430911
13010	1124.31939
13011	1124.288422
13012	1124.177454
13013	1124.033193
13014	1123.771872
13015	1123.749376
13016	1123.631315
13017	1123.421644
13018	1123.419702
13019	1123.218913
13020	1123.126227
13021	1122.874742
13022	1122.794617
13023	1122.704287
13024	1122.387756
13025	1122.286577
13026	1122.256486
13027	1121.977739
13028	1121.940169
13029	1121.65892
13030	1121.2641
13031	1121.142106
13032	1121.063566
13033	1120.784977
13034	1120.782063
13035	1120.644819
13036	1120.356597
13037	1120.354736
13038	1120.291324
13039	1120.058468
13040	1119.84518
13041	1119.707274
13042	1119.551368
13043	1119.180562
13044	1119.162143
13045	1119.116403
13046	1119.113034
13047	1119.041959
13048	1118.955101
13049	1118.78609
13050	1118.71698
13051	1118.712554
13052	1118.477256
13053	1118.454614
13054	1118.447402
13055	1118.363065
13056	1118.196166
13057	1118.09599
13058	1117.97215
13059	1117.835212
13060	1117.45868
13061	1117.215286
13062	1117.07568
13063	1116.558238
13064	1116.444083
13065	1116.065787
13066	1115.945979
13067	1115.721791
13068	1115.578702
13069	1115.455006
13070	1115.261083
13071	1115.254536
13072	1115.009492
13073	1114.9684
13074	1114.84172
13075	1114.770191
13076	1114.648086
13077	1114.536222
13078	1114.106006
13079	1114.031836
13080	1114.029516
13081	1114.02522
13082	1113.74272
13083	1113.577202
13084	1113.336975
13085	1113.234321
13086	1113.118958
13087	1112.979259
13088	1112.865606
13089	1112.543934
13090	1112.280283
13091	1112.101853
13092	1112.09773
13093	1112.014342
13094	1111.595613
13095	1111.591908
13096	1111.499948
13097	1111.371769
13098	1110.935497
13099	1110.886407
13100	1110.75361
13101	1110.68522
13102	1110.578629
13103	1110.434396
13104	1110.428244
13105	1110.120263
13106	1109.953758
13107	1109.730102
13108	1109.646197
13109	1109.445483
13110	1109.400801
13111	1109.283798
13112	1109.280363
13113	1109.121211
13114	1108.863114
13115	1108.682205
13116	1108.5774
13117	1108.447798
13118	1108.333715
13119	1108.206231
13120	1107.837964
13121	1107.770734
13122	1107.658261
13123	1107.553916
13124	1107.499072
13125	1107.472647
13126	1107.216816
13127	1107.160732
13128	1106.760353
13129	1106.530449
13130	1106.524006
13131	1106.492672
13132	1106.318919
13133	1106.093427
13134	1105.93235
13135	1105.600348
13136	1105.303994
13137	1105.298188
13138	1105.293077
13139	1105.102629
13140	1104.998265
13141	1104.759965
13142	1104.75293
13143	1104.398645
13144	1104.395498
13145	1104.33404
13146	1103.788191
13147	1103.567615
13148	1103.470771
13149	1103.251563
13150	1103.247618
13151	1102.964051
13152	1102.962308
13153	1102.594159
13154	1102.590081
13155	1102.497022
13156	1102.399834
13157	1102.258996
13158	1101.75264
13159	1101.56322
13160	1101.361289
13161	1101.317948
13162	1101.311085
13163	1101.253159
13164	1101.119591
13165	1100.969918
13166	1100.801101
13167	1100.395872
13168	1100.38262
13169	1100.31575
13170	1100.31087
13171	1100.066685
13172	1100.051719
13173	1100.029849
13174	1100.027691
13175	1099.928454
13176	1099.921116
13177	1099.862828
13178	1099.805882
13179	1099.693419
13180	1099.690082
13181	1099.379358
13182	1099.078646
13183	1099.05627
13184	1098.822031
13185	1098.789659
13186	1098.585106
13187	1098.487876
13188	1098.311789
13189	1098.025071
13190	1097.744395
13191	1097.579673
13192	1097.347391
13193	1097.223428
13194	1097.211652
13195	1097.195196
13196	1096.885104
13197	1096.632411
13198	1096.275729
13199	1096.226845
13200	1096.047866
13201	1095.899963
13202	1095.69915
13203	1095.502429
13204	1095.299503
13205	1095.142458
13206	1095.129547
13207	1095.089472
13208	1095.087123
13209	1094.971546
13210	1094.546619
13211	1094.35928
13212	1094.340957
13213	1094.192732
13214	1094.094126
13215	1094.064203
13216	1093.805013
13217	1093.735643
13218	1093.543121
13219	1093.53967
13220	1093.019115
13221	1092.917161
13222	1092.809011
13223	1092.645426
13224	1092.638591
13225	1092.266879
13226	1092.044891
13227	1091.688157
13228	1091.585616
13229	1091.575257
13230	1091.487494
13231	1091.291015
13232	1091.058317
13233	1090.945772
13234	1090.729549
13235	1090.605979
13236	1090.437409
13237	1090.167312
13238	1089.985421
13239	1089.61146
13240	1089.604947
13241	1089.587693
13242	1089.477705
13243	1089.229876
13244	1089.224089
13245	1089.006824
13246	1088.911684
13247	1088.909847
13248	1088.802302
13249	1088.53876
13250	1088.289546
13251	1088.286443
13252	1088.080447
13253	1087.77043
13254	1087.552576
13255	1087.394554
13256	1087.392331
13257	1087.186893
13258	1087.067631
13259	1086.892697
13260	1086.820516
13261	1086.656478
13262	1086.482091
13263	1086.017364
13264	1085.884957
13265	1085.501694
13266	1085.372086
13267	1085.369258
13268	1085.175873
13269	1085.171479
13270	1085.168695
13271	1085.124971
13272	1084.928563
13273	1084.832831
13274	1084.830987
13275	1084.748537
13276	1084.460531
13277	1084.308942
13278	1084.200051
13279	1084.051379
13280	1083.914784
13281	1083.845813
13282	1083.543975
13283	1083.4095
13284	1083.285954
13285	1083.117778
13286	1083.117565
13287	1082.935441
13288	1082.741019
13289	1082.660233
13290	1082.416998
13291	1082.305489
13292	1082.224219
13293	1082.120302
13294	1081.973683
13295	1081.857588
13296	1081.779866
13297	1081.716742
13298	1081.546649
13299	1081.400787
13300	1081.245712
13301	1081.097316
13302	1081.076723
13303	1080.804838
13304	1080.66027
13305	1080.411814
13306	1080.18509
13307	1079.608231
13308	1079.405882
13309	1079.032061
13310	1078.846788
13311	1078.591557
13312	1078.572313
13313	1078.473333
13314	1078.13812
13315	1078.009723
13316	1077.86103
13317	1077.828528
13318	1077.662261
13319	1077.480031
13320	1077.341237
13321	1077.051529
13322	1077.041211
13323	1076.991835
13324	1076.622933
13325	1076.533639
13326	1076.500801
13327	1076.463401
13328	1076.334903
13329	1076.157807
13330	1076.009873
13331	1075.738248
13332	1075.303011
13333	1075.286861
13334	1075.203235
13335	1075.035711
13336	1074.952765
13337	1074.844776
13338	1074.838391
13339	1074.658805
13340	1074.310952
13341	1074.29574
13342	1074.101225
13343	1073.604338
13344	1073.425956
13345	1073.097456
13346	1072.945393
13347	1072.921862
13348	1072.725187
13349	1072.62036
13350	1072.324894
13351	1072.040325
13352	1071.8873
13353	1071.724444
13354	1071.505103
13355	1071.42499
13356	1071.143357
13357	1071.131935
13358	1070.858958
13359	1070.758623
13360	1070.751468
13361	1070.664902
13362	1070.235332
13363	1070.160567
13364	1070.113905
13365	1070.022827
13366	1069.817173
13367	1069.60984
13368	1069.521021
13369	1069.292671
13370	1069.068618
13371	1068.99331
13372	1068.834274
13373	1068.74038
13374	1068.724155
13375	1068.593869
13376	1068.322337
13377	1068.249621
13378	1068.245804
13379	1068.045365
13380	1067.8432
13381	1067.822868
13382	1067.640477
13383	1067.639558
13384	1067.624838
13385	1067.589244
13386	1067.586895
13387	1067.481091
13388	1067.339271
13389	1067.081703
13390	1066.75938
13391	1066.741986
13392	1066.647929
13393	1066.6273
13394	1066.421077
13395	1066.310432
13396	1066.16149
13397	1065.976743
13398	1065.892846
13399	1065.849328
13400	1065.753516
13401	1065.524205
13402	1065.110258
13403	1065.10726
13404	1064.857192
13405	1064.851008
13406	1064.669842
13407	1064.545963
13408	1064.451266
13409	1064.444573
13410	1064.414888
13411	1064.270851
13412	1064.094553
13413	1064.035879
13414	1064.010596
13415	1063.836172
13416	1063.753562
13417	1063.751854
13418	1063.591184
13419	1063.515384
13420	1063.3797
13421	1063.087498
13422	1063.009098
13423	1062.934573
13424	1062.735349
13425	1062.526598
13426	1062.30864
13427	1061.913497
13428	1061.841693
13429	1061.737559
13430	1061.398521
13431	1061.28496
13432	1061.147903
13433	1060.933434
13434	1060.627918
13435	1060.624883
13436	1060.515471
13437	1060.475554
13438	1060.21312
13439	1059.858265
13440	1059.438156
13441	1059.280705
13442	1059.204292
13443	1059.014564
13444	1058.746575
13445	1058.643506
13446	1058.621032
13447	1058.544329
13448	1058.372699
13449	1058.303394
13450	1058.09924
13451	1057.814286
13452	1057.662509
13453	1057.658047
13454	1057.596349
13455	1057.376675
13456	1057.295202
13457	1057.244195
13458	1057.240435
13459	1057.228161
13460	1057.043837
13461	1057.021661
13462	1056.809071
13463	1056.808425
13464	1056.80271
13465	1056.796678
13466	1056.642774
13467	1056.612506
13468	1056.608038
13469	1056.605585
13470	1056.317597
13471	1056.239842
13472	1055.951589
13473	1055.860371
13474	1055.718207
13475	1055.150239
13476	1055.112041
13477	1055.073558
13478	1055.009441
13479	1054.771704
13480	1054.764784
13481	1054.591881
13482	1054.461412
13483	1054.458239
13484	1054.286107
13485	1054.166959
13486	1053.926949
13487	1053.918564
13488	1053.86874
13489	1053.851556
13490	1053.632678
13491	1053.434148
13492	1053.400607
13493	1053.160494
13494	1052.923405
13495	1052.815675
13496	1052.812497
13497	1052.593829
13498	1052.534509
13499	1052.349469
13500	1052.343732
13501	1052.271178
13502	1052.067248
13503	1051.935052
13504	1051.836433
13505	1051.760983
13506	1051.238002
13507	1051.169482
13508	1050.820227
13509	1050.743511
13510	1050.58825
13511	1050.346578
13512	1050.011868
13513	1049.919892
13514	1049.769309
13515	1049.52281
13516	1049.36383
13517	1049.12967
13518	1048.854961
13519	1048.535299
13520	1048.219075
13521	1048.098575
13522	1047.948248
13523	1047.881452
13524	1047.626467
13525	1047.600371
13526	1047.524594
13527	1047.48694
13528	1047.375361
13529	1047.284206
13530	1047.13238
13531	1047.031976
13532	1046.893843
13533	1046.888159
13534	1046.877879
13535	1046.669735
13536	1046.504526
13537	1046.278442
13538	1046.119307
13539	1045.987713
13540	1045.812648
13541	1045.658627
13542	1045.635813
13543	1045.436005
13544	1045.219202
13545	1044.925028
13546	1044.834476
13547	1044.668927
13548	1044.460301
13549	1044.360437
13550	1044.173278
13551	1044.172139
13552	1044.139914
13553	1044.082243
13554	1043.933284
13555	1043.766955
13556	1043.671505
13557	1043.634164
13558	1043.630612
13559	1043.312997
13560	1043.132689
13561	1043.096822
13562	1042.976437
13563	1042.821371
13564	1042.491121
13565	1042.179648
13566	1041.765197
13567	1041.694905
13568	1041.543892
13569	1041.309499
13570	1041.213747
13571	1041.155291
13572	1040.788421
13573	1040.603037
13574	1040.468636
13575	1040.229328
13576	1040.009289
13577	1039.802081
13578	1039.598731
13579	1039.356027
13580	1039.325041
13581	1039.210799
13582	1039.144358
13583	1038.760532
13584	1038.757549
13585	1038.565278
13586	1038.454614
13587	1038.287105
13588	1038.266005
13589	1038.054955
13590	1037.976087
13591	1037.862927
13592	1037.831552
13593	1037.761649
13594	1037.666326
13595	1037.662786
13596	1037.589141
13597	1037.469454
13598	1037.301351
13599	1037.133672
13600	1037.124295
13601	1036.867588
13602	1036.856488
13603	1036.754696
13604	1036.532434
13605	1036.460156
13606	1036.311385
13607	1035.965388
13608	1035.847526
13609	1035.811235
13610	1035.602892
13611	1035.304481
13612	1035.197489
13613	1034.973862
13614	1034.800936
13615	1034.616719
13616	1034.582735
13617	1034.554492
13618	1034.324941
13619	1034.30257
13620	1033.780347
13621	1033.564788
13622	1033.486229
13623	1033.478078
13624	1033.323467
13625	1033.112254
13626	1033.038928
13627	1033.037757
13628	1032.819482
13629	1032.630956
13630	1032.560706
13631	1032.46131
13632	1032.296712
13633	1032.282081
13634	1032.267394
13635	1032.07188
13636	1032.070156
13637	1031.899153
13638	1031.839033
13639	1031.807015
13640	1031.776806
13641	1031.686624
13642	1031.521723
13643	1031.303327
13644	1031.262759
13645	1031.138469
13646	1031.097627
13647	1031.048323
13648	1030.747111
13649	1030.5632
13650	1030.388707
13651	1030.354543
13652	1030.320151
13653	1030.141203
13654	1030.108449
13655	1029.881527
13656	1029.838212
13657	1029.678294
13658	1029.460159
13659	1029.332167
13660	1029.20884
13661	1029.091138
13662	1029.070197
13663	1028.997996
13664	1028.851499
13665	1028.763236
13666	1028.454972
13667	1028.442321
13668	1028.178431
13669	1027.90315
13670	1027.769431
13671	1027.589607
13672	1027.371728
13673	1027.165755
13674	1026.865143
13675	1026.680902
13676	1026.586995
13677	1026.562861
13678	1026.392723
13679	1026.138119
13680	1025.984418
13681	1025.871972
13682	1025.764663
13683	1025.7338
13684	1025.535187
13685	1025.527774
13686	1025.247448
13687	1025.148077
13688	1025.066872
13689	1025.059493
13690	1024.905701
13691	1024.533284
13692	1024.043099
13693	1023.863208
13694	1023.782847
13695	1023.628205
13696	1023.47651
13697	1023.345404
13698	1023.068051
13699	1022.948205
13700	1022.748307
13701	1022.640825
13702	1022.529849
13703	1022.15906
13704	1021.967633
13705	1021.770546
13706	1021.61401
13707	1021.611817
13708	1021.327095
13709	1021.289629
13710	1021.220923
13711	1020.948741
13712	1020.795403
13713	1020.660589
13714	1020.617053
13715	1020.27317
13716	1020.181156
13717	1019.845464
13718	1019.598922
13719	1019.511078
13720	1019.509576
13721	1019.170138
13722	1018.94823
13723	1018.477777
13724	1018.285794
13725	1017.889937
13726	1017.565771
13727	1017.538997
13728	1017.307682
13729	1016.978261
13730	1016.789701
13731	1016.619437
13732	1016.45874
13733	1016.3212
13734	1016.318793
13735	1016.162492
13736	1015.785647
13737	1015.778293
13738	1015.684578
13739	1015.553581
13740	1015.417467
13741	1015.21608
13742	1015.15774
13743	1014.952854
13744	1014.779958
13745	1014.682705
13746	1014.553161
13747	1014.542967
13748	1014.457173
13749	1013.934809
13750	1013.910765
13751	1013.892855
13752	1013.566737
13753	1013.448866
13754	1013.274023
13755	1013.197019
13756	1013.049407
13757	1012.745106
13758	1012.457252
13759	1012.268743
13760	1012.000381
13761	1011.897047
13762	1011.682997
13763	1011.526317
13764	1011.193716
13765	1011.110654
13766	1011.043682
13767	1010.763121
13768	1010.663926
13769	1010.658487
13770	1010.636223
13771	1010.579356
13772	1010.476512
13773	1010.373941
13774	1010.321452
13775	1010.045661
13776	1009.839897
13777	1009.344606
13778	1008.945655
13779	1008.832809
13780	1008.725135
13781	1008.721301
13782	1008.717992
13783	1008.612835
13784	1008.564328
13785	1008.232161
13786	1008.215015
13787	1008.007771
13788	1007.952192
13789	1007.802162
13790	1007.600064
13791	1007.538858
13792	1007.53379
13793	1007.42248
13794	1007.325969
13795	1007.202421
13796	1007.196635
13797	1006.932923
13798	1006.810631
13799	1006.515086
13800	1006.062948
13801	1005.858985
13802	1005.703239
13803	1005.593796
13804	1005.262358
13805	1005.229746
13806	1004.907946
13807	1004.759036
13808	1004.685992
13809	1004.555284
13810	1004.551545
13811	1004.543205
13812	1004.243351
13813	1004.018908
13814	1003.781608
13815	1003.778768
13816	1003.586373
13817	1003.28322
13818	1002.961038
13819	1002.706991
13820	1002.678132
13821	1002.365399
13822	1002.244321
13823	1002.156451
13824	1001.982289
13825	1001.938601
13826	1001.758409
13827	1001.754702
13828	1001.161518
13829	1000.981623
13830	1000.74727
13831	1000.657139
13832	1000.430657
13833	1000.254205
13834	1000.044907
13835	999.733933
13836	999.7004324
13837	999.6096202
13838	999.4675368
13839	999.2220339
13840	998.9512474
13841	998.8385625
13842	998.7166668
13843	998.446903
13844	998.0576911
13845	997.9704642
13846	997.8988619
13847	997.7798111
13848	997.6942074
13849	997.5311748
13850	997.4917675
13851	997.4000428
13852	997.3590086
13853	997.138601
13854	997.0619189
13855	996.8975426
13856	996.8689876
13857	996.7442877
13858	996.6046705
13859	996.4958123
13860	996.282716
13861	996.0675412
13862	995.8136471
13863	995.7371371
13864	995.7136059
13865	995.6367225
13866	995.3263727
13867	995.2956325
13868	994.947032
13869	994.8436062
13870	994.7894678
13871	994.6924962
13872	994.539132
13873	994.3032954
13874	994.1617775
13875	994.0664187
13876	993.8528628
13877	993.6172947
13878	993.3457093
13879	993.2762687
13880	992.9083753
13881	992.5441967
13882	992.4926038
13883	992.4840728
13884	992.4269334
13885	992.4039156
13886	992.2653455
13887	992.2607067
13888	992.002836
13889	991.6253404
13890	991.5568968
13891	991.0720165
13892	990.9946916
13893	990.862133
13894	990.7074233
13895	990.5760917
13896	990.3104341
13897	990.3091407
13898	990.090089
13899	989.9013229
13900	989.7897263
13901	989.7815579
13902	989.7219976
13903	989.6207529
13904	989.4965563
13905	989.3623894
13906	989.29428
13907	989.0916351
13908	988.9097227
13909	988.5907972
13910	988.5838425
13911	988.2684925
13912	988.1392798
13913	988.0847403
13914	987.9484748
13915	987.8874477
13916	987.616278
13917	987.42338
13918	987.2025451
13919	986.9342268
13920	986.8819471
13921	986.680509
13922	986.6747902
13923	986.3602699
13924	986.1115814
13925	985.962269
13926	985.9598085
13927	985.954304
13928	985.7906672
13929	985.5699772
13930	985.5158019
13931	985.3990363
13932	985.2823512
13933	985.2381948
13934	984.9428659
13935	984.7363548
13936	984.5556485
13937	984.4746077
13938	984.4293163
13939	984.2650285
13940	983.9569172
13941	983.9142809
13942	983.9088904
13943	983.8252261
13944	983.5716889
13945	983.4761538
13946	983.4697353
13947	983.2483394
13948	983.1061584
13949	983.1019332
13950	982.8100739
13951	982.7273776
13952	982.3116307
13953	982.264748
13954	982.1617681
13955	982.0133256
13956	981.7661459
13957	981.7144984
13958	981.7096957
13959	981.563322
13960	981.3208864
13961	981.3164728
13962	981.1784079
13963	981.1059017
13964	980.8516176
13965	980.5514806
13966	980.5206161
13967	980.2643578
13968	980.17531
13969	979.8181762
13970	979.7071615
13971	979.5862574
13972	979.553211
13973	979.2930607
13974	979.1557673
13975	979.0988281
13976	978.7492726
13977	978.7429852
13978	978.7381364
13979	978.6973324
13980	978.5868694
13981	978.440436
13982	978.3291953
13983	978.199667
13984	978.1596162
13985	978.0712817
13986	977.9748741
13987	977.9653842
13988	977.886023
13989	977.8068676
13990	977.7725957
13991	977.6422616
13992	977.2515414
13993	977.0853431
13994	976.9162497
13995	976.6714872
13996	976.3088656
13997	976.2342818
13998	976.0168503
13999	975.7945238
14000	975.7259418
14001	975.529501
14002	975.3832796
14003	975.230749
14004	975.2040883
14005	975.1183194
14006	975.024791
14007	974.9345022
14008	974.9316952
14009	974.7447078
14010	974.5502973
14011	974.5485244
14012	974.4711832
14013	974.2658519
14014	974.231016
14015	974.0601079
14016	974.0307193
14017	973.9690304
14018	973.9638653
14019	973.7891998
14020	973.6410048
14021	973.5111829
14022	973.4369442
14023	973.2378159
14024	973.1307362
14025	972.891119
14026	972.5507853
14027	972.5483697
14028	972.4451446
14029	972.3857308
14030	972.3297656
14031	972.2449828
14032	971.9949624
14033	971.9007923
14034	971.8981787
14035	971.7655038
14036	971.759288
14037	971.6993308
14038	971.689347
14039	971.5332844
14040	971.486429
14041	971.4244546
14042	971.1457062
14043	971.0886297
14044	971.0333335
14045	970.9362249
14046	970.8634939
14047	970.8324348
14048	970.7138351
14049	970.6062576
14050	970.3446829
14051	970.2381613
14052	970.1786205
14053	969.9911293
14054	969.9508904
14055	969.9467575
14056	969.7972871
14057	969.7964037
14058	969.6276672
14059	969.4230623
14060	969.2857046
14061	969.21515
14062	968.9662538
14063	968.955819
14064	968.7343475
14065	968.5201841
14066	968.4849977
14067	968.2315943
14068	967.9032418
14069	967.711234
14070	967.6654737
14071	967.3798848
14072	967.1769527
14073	966.8811338
14074	966.812507
14075	966.8107539
14076	966.6801315
14077	966.4827083
14078	966.2685669
14079	966.1425291
14080	965.9230631
14081	965.8513618
14082	965.848806
14083	965.7314113
14084	965.4733702
14085	965.2181641
14086	965.1657873
14087	965.0881784
14088	965.0244619
14089	964.7275673
14090	964.655878
14091	964.3774559
14092	964.211587
14093	964.0523765
14094	963.684121
14095	963.6805717
14096	963.411575
14097	963.195188
14098	963.1609818
14099	963.1585125
14100	963.1363268
14101	962.984897
14102	962.8827922
14103	962.8806781
14104	962.6800245
14105	962.5554428
14106	962.3478221
14107	962.0588774
14108	961.9594121
14109	961.9549316
14110	961.8206364
14111	961.8168529
14112	961.6732847
14113	961.1097784
14114	960.9545137
14115	960.8069843
14116	960.6698045
14117	960.5484668
14118	960.4399799
14119	960.2607908
14120	960.1062466
14121	960.0111857
14122	959.9358822
14123	959.6738186
14124	959.5840999
14125	959.3945228
14126	959.2775978
14127	959.2052987
14128	958.9473011
14129	958.6983623
14130	958.6345125
14131	958.2629802
14132	958.208226
14133	958.0137648
14134	957.9761466
14135	957.9614809
14136	957.7806073
14137	957.7670756
14138	957.6666343
14139	957.5199951
14140	957.2014181
14141	957.0358226
14142	956.9026657
14143	956.7122874
14144	956.6416351
14145	956.3482153
14146	956.3304049
14147	956.2091604
14148	956.16094
14149	956.0585849
14150	955.9527176
14151	955.7809753
14152	955.4902327
14153	955.4343333
14154	955.1644292
14155	955.0775017
14156	954.8219192
14157	954.7476783
14158	954.6385771
14159	954.6266711
14160	954.6212286
14161	954.4824168
14162	954.3113809
14163	954.3087287
14164	954.3065515
14165	954.1844228
14166	953.8551984
14167	953.8517908
14168	953.7444382
14169	953.7237676
14170	953.5881682
14171	953.5626987
14172	953.3260234
14173	953.014371
14174	952.9430737
14175	952.8704307
14176	952.6986417
14177	952.6426925
14178	952.4591501
14179	952.42646
14180	952.2244882
14181	951.9206374
14182	951.8853991
14183	951.8828117
14184	951.8805088
14185	951.6640041
14186	951.3453145
14187	951.2178253
14188	951.1136736
14189	951.0075873
14190	950.7536344
14191	950.752078
14192	950.5906752
14193	950.4670368
14194	950.4637576
14195	950.3467157
14196	950.2560571
14197	950.1959038
14198	950.0413847
14199	949.9070331
14200	949.6684726
14201	949.6577364
14202	949.3343826
14203	949.1017316
14204	948.9661148
14205	948.9071331
14206	948.8392464
14207	948.7354941
14208	948.6832531
14209	948.5566666
14210	948.4621379
14211	948.4394752
14212	948.3300232
14213	948.3204307
14214	948.2685128
14215	947.9323322
14216	947.8259146
14217	947.680458
14218	947.6345996
14219	947.6325255
14220	947.5695442
14221	947.5334601
14222	947.4666932
14223	947.4058721
14224	947.3996774
14225	947.2233424
14226	947.1632265
14227	947.0520568
14228	946.869278
14229	946.6699449
14230	946.5261708
14231	946.4717058
14232	946.2742487
14233	946.2407853
14234	946.236472
14235	946.2038709
14236	946.1231902
14237	946.0653975
14238	946.0623886
14239	945.7498353
14240	945.5602652
14241	945.5373852
14242	945.5354822
14243	945.5312149
14244	945.5293098
