iter	Passed	Remaining
898	4798	1062805
899	4802	1062358
900	4804	1061663
901	4808	1061350
902	4811	1060757
903	4814	1060424
904	4817	1059758
905	4819	1059107
906	4822	1058640
907	4825	1057967
908	4827	1057409
909	4831	1056983
910	4834	1056475
911	4837	1056105
912	4839	1055377
913	4843	1054933
914	4850	1055294
915	4854	1055147
916	4869	1057099
917	4873	1056978
918	4879	1057033
919	4885	1057117
920	4887	1056473
921	4891	1056167
922	4893	1055472
923	4895	1054815
924	4899	1054483
925	4901	1053804
926	4905	1053407
927	4908	1052923
928	4910	1052270
929	4914	1051949
930	4916	1051315
931	4919	1050818
932	4922	1050194
933	4924	1049550
934	4928	1049382
935	4933	1049153
936	4937	1048885
937	4939	1048244
938	4943	1048009
939	4946	1047482
940	4949	1046959
941	4952	1046491
942	4954	1045818
943	4961	1046125
944	4964	1045812
945	4967	1045256
946	4969	1044567
947	4971	1043913
948	4977	1044027
949	4983	1044082
950	4987	1043916
951	4991	1043566
952	4993	1042941
953	4997	1042594
954	4999	1041935
955	5001	1041422
956	5005	1041040
957	5007	1040461
958	5010	1039951
959	5014	1039734
960	5017	1039150
961	5022	1039076
962	5024	1038506
963	5028	1038199
964	5032	1038033
965	5036	1037777
966	5039	1037216
967	5043	1037019
968	5050	1037456
969	5060	1038403
970	5067	1038760
971	5072	1038563
972	5076	1038457
973	5079	1037999
974	5085	1038120
975	5091	1038235
976	5094	1037886
977	5099	1037684
978	5101	1037152
979	5105	1036745
980	5107	1036213
981	5109	1035603
982	5112	1035045
983	5115	1034561
984	5117	1033985
985	5121	1033701
986	5123	1033049
987	5125	1032474
988	5129	1032212
989	5132	1031684
990	5135	1031381
991	5138	1030908
992	5140	1030262
993	5144	1029958
994	5146	1029302
995	5150	1029054
996	5154	1028830
997	5156	1028286
998	5164	1028725
999	5169	1028668
1000	5174	1028720
1001	5177	1028186
1002	5181	1028021
1003	5184	1027627
1004	5187	1027078
1005	5190	1026782
1006	5192	1026184
1007	5196	1025771
1008	5198	1025244
1009	5200	1024578
1010	5203	1024096
1011	5206	1023678
1012	5208	1023102
1013	5211	1022782
1014	5214	1022285
1015	5216	1021714
1016	5220	1021429
1017	5222	1020847
1018	5225	1020424
1019	5228	1020060
1020	5232	1019649
1021	5235	1019288
1022	5237	1018680
1023	5239	1018182
1024	5248	1018792
1025	5253	1018741
1026	5271	1021366
1027	5274	1020937
1028	5277	1020421
1029	5280	1020079
1030	5284	1019760
1031	5286	1019235
1032	5289	1018874
1033	5291	1018288
1034	5294	1017848
1035	5297	1017420
1036	5302	1017330
1037	5304	1016818
1038	5307	1016329
1039	5311	1016092
1040	5315	1015863
1041	5318	1015532
1042	5321	1015097
1043	5326	1014996
1044	5329	1014756
1045	5334	1014698
1046	5339	1014547
1047	5344	1014655
1048	5349	1014662
1049	5355	1014677
1050	5360	1014744
1051	5368	1015324
1052	5374	1015447
1053	5377	1015083
1054	5382	1014928
1055	5385	1014651
1056	5391	1014831
1057	5395	1014582
1058	5398	1014068
1059	5400	1013601
1060	5404	1013349
1061	5406	1012851
1062	5409	1012359
1063	5416	1012707
1064	5423	1013009
1065	5430	1013346
1066	5439	1014085
1067	5445	1014327
1068	5448	1013935
1069	5452	1013752
1070	5455	1013260
1071	5458	1012895
1072	5460	1012333
1073	5462	1011803
1074	5467	1011820
1075	5471	1011517
1076	5473	1011002
1077	5476	1010501
1078	5478	1010028
1079	5481	1009701
1080	5485	1009441
1081	5488	1009106
1082	5491	1008564
1083	5494	1008325
1084	5497	1007818
1085	5499	1007360
1086	5502	1006862
1087	5504	1006367
1088	5506	1005847
1089	5509	1005430
1090	5511	1004909
1091	5514	1004470
1092	5517	1004078
1093	5520	1003703
1094	5525	1003659
1095	5527	1003176
1096	5532	1003051
1097	5535	1002745
1098	5538	1002311
1099	5542	1002132
1100	5546	1002008
1101	5551	1001906
1102	5554	1001672
1103	5557	1001229
1104	5561	1000993
1105	5563	1000501
1106	5565	999995
1107	5570	999856
1108	5572	999456
1109	5576	999269
1110	5579	998781
1111	5581	998303
1112	5584	997956
1113	5587	997476
1114	5589	996998
1115	5592	996612
1116	5594	996108
1117	5596	995602
1118	5600	995453
1119	5603	994958
1120	5608	995010
1121	5611	994581
1122	5614	994258
1123	5616	993797
1124	5619	993427
1125	5626	993814
1126	5632	993843
1127	5642	994741
1128	5650	995313
1129	5653	995043
1130	5656	994570
1131	5658	994084
1132	5662	993925
1133	5665	993488
1134	5668	993137
1135	5671	992891
1136	5675	992683
1137	5678	992349
1138	5681	991877
1139	5683	991474
1140	5686	991006
1141	5688	990566
1142	5692	990359
1143	5694	989890
1144	5698	989665
1145	5700	989160
1146	5703	988790
1147	5707	988619
1148	5710	988209
1149	5719	988931
1150	5724	988902
1151	5728	988793
1152	5732	988655
1153	5735	988355
1154	5739	988097
1155	5741	987654
1156	5745	987398
1157	5748	987122
1158	5751	986786
1159	5754	986434
1160	5757	986013
1161	5761	985830
1162	5763	985411
1163	5765	984920
1164	5768	984572
1165	5770	984107
1166	5773	983756
1167	5776	983286
1168	5778	982862
1169	5780	982410
1170	5784	982189
1171	5786	981710
1172	5790	981539
1173	5793	981242
1174	5797	981062
1175	5800	980660
1176	5802	980205
1177	5808	980336
1178	5811	979941
1179	5814	979719
1180	5816	979274
1181	5820	979047
1182	5826	979234
1183	5833	979602
1184	5838	979538
1185	5840	979085
1186	5849	979785
1187	5853	979637
1188	5855	979154
1189	5858	978762
1190	5862	978665
1191	5864	978159
1192	5868	977962
1193	5870	977522
1194	5874	977228
1195	5878	977166
1196	5880	976730
1197	5884	976534
1198	5886	976076
1199	5889	975666
1200	5893	975508
1201	5896	975257
1202	5900	975101
1203	5902	974652
1204	5906	974488
1205	5909	974083
1206	5913	973873
1207	5915	973518
1208	5917	973072
1209	5922	972989
1210	5928	973120
1211	5932	972984
1212	5937	973037
1213	5939	972597
1214	5942	972326
1215	5945	971894
1216	5947	971530
1217	5952	971388
1218	5954	970958
1219	5956	970575
1220	5959	970134
1221	5961	969683
1222	5963	969256
1223	5968	969269
1224	5970	968882
1225	5974	968696
1226	5977	968334
1227	5979	967920
1228	5983	967811
1229	5986	967392
1230	5990	967227
1231	5992	966803
1232	5994	966372
1233	6009	968042
1234	6016	968272
1235	6022	968544
1236	6038	970332
1237	6042	970067
1238	6047	970185
1239	6053	970267
1240	6055	969902
1241	6057	969426
1242	6061	969280
1243	6064	968887
1244	6067	968601
1245	6070	968255
1246	6072	967810
1247	6077	967869
1248	6079	967423
1249	6082	967188
1250	6085	966775
1251	6087	966295
1252	6090	966089
1253	6093	965718
1254	6095	965244
1255	6098	964922
1256	6100	964487
1257	6103	964232
1258	6113	965039
1259	6119	965175
1260	6122	964933
1261	6124	964539
1262	6134	965223
1263	6140	965450
1264	6149	966161
1265	6157	966641
1266	6174	968413
1267	6189	970056
1268	6197	970597
1269	6211	972004
1270	6224	973179
1271	6235	974254
1272	6242	974557
1273	6249	974880
1274	6271	977481
1275	6290	979697
1276	6296	979832
1277	6299	979592
1278	6305	979735
1279	6311	979923
1280	6316	979855
1281	6322	980063
1282	6331	980628
1283	6338	980957
1284	6344	981173
1285	6349	981077
1286	6352	980843
1287	6354	980356
1288	6358	980189
1289	6360	979729
1290	6362	979252
1291	6363	978774
1292	6367	978525
1293	6369	978134
1294	6372	977780
1295	6374	977419
1296	6377	977012
1297	6380	976697
1298	6382	976304
1299	6385	975943
1300	6389	975863
1301	6415	979022
1302	6443	982593
1303	6450	982946
1304	6469	985009
1305	6478	985664
1306	6485	985865
1307	6492	986266
1308	6500	986663
1309	6507	987028
1310	6515	987499
1311	6520	987411
1312	6526	987608
1313	6532	987721
1314	6538	987980
1315	6544	988050
1316	6565	990465
1317	6570	990489
1318	6573	990208
1319	6580	990434
1320	6586	990684
1321	6592	990745
1322	6603	991693
1323	6616	992820
1324	6620	992711
1325	6637	994495
1326	6654	996309
1327	6661	996648
1328	6676	997990
1329	6681	998013
1330	6695	999406
1331	6699	999180
1332	6701	998761
1333	6705	998584
1334	6709	998440
1335	6713	998269
1336	6717	998106
1337	6722	998204
1338	6725	997800
1339	6728	997565
1340	6731	997206
1341	6735	997108
1342	6738	996707
1343	6741	996468
1344	6744	996174
1345	6747	995926
1346	6750	995505
1347	6752	995065
1348	6754	994693
1349	6757	994370
1350	6759	993951
1351	6763	993698
1352	6765	993314
1353	6768	992973
1354	6770	992633
1355	6773	992251
1356	6775	991897
1357	6780	991816
1358	6784	991712
1359	6787	991357
1360	6789	990930
1361	6794	990986
1362	6805	991847
1363	6810	991811
1364	6818	992160
1365	6823	992214
1366	6827	992067
1367	6829	991674
1368	6832	991327
1369	6835	991044
1370	6837	990618
1371	6839	990188
1372	6844	990105
1373	6846	989698
1374	6850	989545
1375	6853	989252
1376	6856	989041
1377	6860	988797
1378	6865	988800
1379	6869	988751
1380	6878	989219
1381	6880	988914
1382	6884	988695
1383	6890	988899
1384	6899	989446
1385	6908	989926
1386	6913	990010
1387	6921	990372
1388	6923	990042
1389	6927	989805
1390	6934	990109
1391	6939	990103
1392	6943	990022
1393	6950	990265
1394	6964	991532
1395	6979	992971
1396	7002	995531
1397	7014	996533
1398	7025	997386
1399	7033	997697
1400	7038	997696
1401	7043	997670
1402	7050	998036
1403	7054	997875
1404	7059	997917
1405	7063	997714
1406	7066	997342
1407	7071	997360
1408	7076	997365
1409	7079	997060
1410	7081	996668
1411	7086	996687
1412	7092	996735
1413	7097	996737
1414	7101	996625
1415	7106	996656
1416	7110	996483
1417	7114	996344
1418	7116	995978
1419	7119	995604
1420	7122	995406
1421	7124	994984
1422	7127	994601
1423	7130	994357
1424	7132	993966
1425	7137	993883
1426	7139	993515
1427	7142	993192
1428	7145	992897
1429	7147	992546
1430	7150	992211
1431	7152	991807
1432	7155	991490
1433	7160	991513
1434	7169	991995
1435	7173	991864
1436	7200	994902
1437	7226	997786
1438	7235	998344
1439	7239	998197
1440	7262	1000769
1441	7273	1001507
1442	7283	1002213
1443	7286	1001953
1444	7315	1005157
1445	7321	1005344
1446	7331	1006061
1447	7336	1005932
1448	7343	1006201
1449	7347	1006100
1450	7351	1005977
1451	7362	1006741
1452	7368	1006936
1453	7376	1007250
1454	7404	1010381
1455	7408	1010283
1456	7411	1009914
1457	7431	1011937
1458	7436	1012004
1459	7442	1012102
1460	7448	1012250
1461	7456	1012539
1462	7458	1012151
1463	7460	1011744
1464	7467	1011924
1465	7471	1011800
1466	7473	1011452
1467	7481	1011797
1468	7485	1011698
1469	7489	1011547
1470	7498	1011993
1471	7503	1011976
1472	7509	1012153
1473	7519	1012823
1474	7528	1013286
1475	7535	1013523
1476	7542	1013804
1477	7547	1013808
1478	7554	1013970
1479	7558	1013819
1480	7561	1013600
1481	7564	1013228
1482	7570	1013349
1483	7610	1018124
1484	7620	1018772
1485	7624	1018612
1486	7634	1019250
1487	7639	1019237
1488	7645	1019236
1489	7651	1019390
1490	7654	1019152
1491	7658	1018935
1492	7660	1018542
1493	7663	1018236
1494	7665	1017846
1495	7667	1017458
1496	7671	1017187
1497	7673	1016888
1498	7675	1016457
1499	7679	1016316
1500	7682	1015963
1501	7684	1015576
1502	7688	1015413
1503	7690	1015022
1504	7695	1014939
1505	7697	1014607
1506	7703	1014623
1507	7708	1014579
1508	7712	1014489
1509	7719	1014669
1510	7723	1014605
1511	7727	1014385
1512	7730	1014154
1513	7732	1013798
1514	7735	1013421
1515	7741	1013584
1516	7744	1013297
1517	7747	1013056
1518	7750	1012668
1519	7755	1012656
1520	7757	1012342
1521	7762	1012240
1522	7764	1011828
1523	7768	1011698
1524	7778	1012294
1525	7793	1013670
1526	7798	1013562
1527	7801	1013367
1528	7804	1013012
1529	7806	1012685
1530	7811	1012643
1531	7819	1013060
1532	7823	1012819
1533	7825	1012458
1534	7827	1012101
1535	7833	1012139
1536	7835	1011764
1537	7840	1011739
1538	7846	1011779
1539	7849	1011542
1540	7851	1011208
1541	7855	1010998
1542	7857	1010617
1543	7864	1010898
1544	7871	1011156
1545	7881	1011708
1546	7886	1011693
1547	7893	1011970
